,dataset,model,max_accuracy,mean_accuracy,std_accuracy
10,CaFE,HUBERT_LARGE,81.62392973899841,"[39.10256475 48.29059988 60.68376005 57.47863352 54.27350402 67.09401906
 60.04273593 66.45299196 65.38461745 70.72649598 71.58119678 70.72649598
 73.71794879 78.20512652 77.3504287  77.35042572 79.27350402 77.13675201
 77.99145281 78.63247693 76.28205121 78.20512652 79.27350402 80.98290563
 75.        ]","[0.2136752  2.1367535  1.28205121 7.47863352 1.70940161 0.4273504
 1.4957279  5.76922894 1.28205121 1.49572492 0.21367669 4.48718071
 0.64102709 1.70940161 2.13675201 1.70940161 2.35042572 2.3504287
 1.06837451 0.4273504  1.92307532 2.56410241 0.64102411 0.21367669
 5.34188151]"
11,CaFE,WAV2VEC2_ASR_LARGE_960H,76.49572491645813,"[47.86324799 62.17948794 62.39316165 65.38461447 65.17094076 70.08547187
 66.23931527 71.79487348 71.58119678 71.58119678 73.93162251 72.43589759
 73.71794879 75.         76.06837451 73.50427508 73.93162251 71.79487348
 74.1452992  72.00854719 74.1452992  73.29059839 72.22222388 74.5726496
 72.22222388]","[3.84615362 2.7777791  1.28205121 0.8547008  1.06837451 0.8547008
 0.8547008  2.56410241 1.49572492 1.49572492 0.         0.64102411
 1.92307532 0.21367669 0.4273504  0.8547008  1.70940161 0.8547008
 0.21367669 0.21367371 1.49572492 1.06837749 0.4273504  0.64102709
 0.4273504 ]"
12,CaFE,WAV2VEC2_BASE,69.2307710647583,"[41.66666716 46.79487348 54.70085442 56.41025603 62.17948794 63.24786544
 58.54700804 57.26495683 58.33333433 59.18803513 60.04273593 60.68376005
 62.60683835]","[2.77777761 3.63247991 1.28205121 1.28205121 4.48718071 3.41880322
 1.70940161 2.13675201 2.77777612 7.05128014 6.19657934 5.55555522
 6.62393272]"
13,CaFE,WAV2VEC2_LARGE,83.33333134651184,"[49.3589744  63.03418875 64.95726705 66.02564156 66.02564156 70.29914558
 69.87179518 74.1452992  74.78632331 76.28205121 73.50427508 75.64102709
 76.06837451 76.06837749 80.12820482 75.8547008  75.4273504  80.34188151
 78.63247693 79.91453111 81.62392974 76.92307532 79.05983031 79.27350402
 79.05983031]","[3.20512801 2.7777791  1.70940161 2.3504287  1.4957279  2.3504287
 1.49572492 2.7777791  0.8547008  1.4957279  1.70940161 2.13675201
 1.28205121 0.         0.21367669 0.64102411 3.63247693 0.8547008
 1.28205121 0.4273504  1.70940161 3.84615362 0.4273504  0.64102411
 0.4273504 ]"
14,CaFE,WAV2VEC2_LARGE_XLSR,82.05128312110901,"[41.88034236 57.47863352 60.04273593 63.03418875 64.52991366 67.52136648
 69.01709437 76.70940161 70.51281929 67.52136946 74.1452992  79.91453111
 75.21367371 79.27350402 75.64102411 75.21367669 73.71794879 78.41880322
 77.13675201 73.07692468 73.07692468 73.07692468 37.82051355 28.41880396
 27.13675275]","[0.8547008  1.06837451 2.3504287  3.20512652 3.41880322 0.4273504
 0.21367669 0.21367669 1.70940161 6.83760643 2.7777791  2.13675201
 2.99145281 1.06837749 0.         3.41880322 1.4957279  1.06837749
 0.64102709 0.4273504  0.4273504  1.28205121 4.05982882 5.76923117
 5.76923117]"
15,CaFE,WAV2VEC2_LARGE_XLSR300M,82.90598392486572,"[38.24786395 56.83760941 56.83760643 62.82051206 69.01709437 65.17094076
 70.51282227 73.93162251 68.80342066 72.00854719 71.15384638 76.28205121
 76.9230783  80.55555522 78.2051295  80.12820482 80.12820482 78.41880322
 79.27350402 70.51282227 75.4273504  76.9230783  80.12820482 78.84615362
 71.36752307]","[0.6410256  2.13675201 2.56410241 1.70940161 1.49572492 3.2051295
 1.28205121 0.8547008  5.55555522 0.64102709 3.63247693 3.2051295
 0.8547008  0.64102709 1.28205121 1.49572492 2.35042572 0.64102411
 3.63247991 7.26495683 1.4957279  0.8547008  0.21367669 2.77777612
 3.84615362]"
16,EMOVO,HUBERT_ASR_LARGE,57.65306353569031,"[22.70408198 26.2755096  27.04081684 27.80612186 33.92857164 33.92857164
 33.67346972 35.20408273 38.77551109 40.81632644 35.71428508 43.62244904
 37.24489808 49.23469424 46.68367356 45.9183678  50.76530725 46.68367356
 49.74489808 49.23469424 43.87755096 48.46938699 41.83673412 40.81632644
 42.34693795]","[1.78571418 0.25510192 3.06122452 4.8469387  7.90816396 1.78571492
 5.10203987 0.51020384 2.55102068 3.57142836 4.59183604 7.90816247
 1.53061152 2.29591727 4.84693795 3.57142836 6.88775629 2.8061226
 0.25510192 0.76530576 6.12244904 2.04081684 4.59183604 3.57142836
 8.16326588]"
17,EMOVO,HUBERT_BASE,35.71428656578064,"[16.07142836 22.70408124 19.89795938 25.25510192 24.48979542 29.84693795
 27.55102068 31.8877548  27.04081684 27.55102068 33.16326439 31.8877548
 32.39796013]","[3.31632644 4.33673412 1.02040842 0.25510192 2.55101994 3.31632644
 1.02040917 2.29591727 3.57142836 4.0816322  0.         2.29591727
 3.31632644]"
18,EMOVO,HUBERT_LARGE,54.08163070678711,"[25.51020458 21.93877548 23.97959158 31.37755096 30.6122452  29.59183678
 38.77551109 36.73469424 37.5        32.39795864 34.69387814 46.68367356
 51.2755096  48.46938848 47.95918316 49.99999851 47.1938774  48.72448891
 49.74489808 44.64285672 43.1122452  43.36734712 46.42857164 46.68367356
 45.66326588]","[ 4.59183678  3.06122452  3.57142761  0.25510192  0.51020384  6.63265362
  2.55102068  6.12244904 10.96938848  5.35714328 12.24489883  2.8061226
  1.78571343  1.02040768  4.0816322   4.0816322   0.76530725  2.29591876
  1.2755096   6.8877548   1.2755096   6.63265288  2.04081684  0.25510341
  1.27551109]"
19,EMOVO,WAV2VEC2_ASR_LARGE_960H,46.42857015132904,"[20.40816322 25.25510117 29.33673412 32.14285672 31.8877548  36.73469275
 35.20408124 34.18367356 34.43877548 35.20408273 37.24489808 36.2244904
 41.32653177 38.01020384 40.05102068 40.3061226  40.56122452 40.05101919
 40.05101919 44.64285672 39.28571492 42.85714328 38.26530576 44.13265288
 43.87755096]","[0.51020458 2.29591802 1.78571492 1.02040768 0.25510192 3.57142836
 3.06122452 2.04081684 0.25510341 0.         2.04081535 0.51020384
 0.51020384 1.2755096  2.8061226  1.02040917 1.27551109 0.25510192
 0.25510192 1.78571343 4.59183604 1.53061152 1.53061152 2.29591727
 1.53061152]"
20,EMOVO,WAV2VEC2_BASE,33.673468232154846,"[23.46938774 23.46938774 27.55102068 25.51020384 26.02040768 28.82653028
 28.57142836 28.82653028 27.8061226  29.33673412 29.84693795 28.57142836
 30.35714179]","[2.0408161  2.55101994 1.53061301 1.02040768 1.02040768 0.76530725
 1.53061301 1.27551109 2.8061226  1.27551109 1.78571492 0.51020533
 3.31632644]"
21,EMOVO,WAV2VEC2_LARGE,45.91836631298065,"[20.40816322 28.31632644 26.53061301 28.57142836 33.4183678  31.37755096
 30.86734712 31.37755096 34.94897932 31.8877548  34.43877548 36.47959083
 34.43877548 38.26530576 42.09183753 38.7755096  42.09183604 41.07142985
 38.7755096  38.01020533 42.09183753 39.79591876 34.94897932 37.75510192
 39.54081535]","[1.53061226 0.76530725 2.04081684 3.57142836 2.8061226  2.80612111
 0.76530576 1.78571343 5.35714179 3.82653177 2.29591876 3.31632644
 0.76530725 0.51020384 1.2755096  1.02040768 3.31632644 0.25510192
 6.63265288 3.31632644 0.25510192 2.55102068 4.33673412 5.10204136
 6.37755096]"
22,EMOVO,WAV2VEC2_LARGE_XLSR,55.612242221832275,"[21.68367356 31.12244904 30.86734712 25.51020384 26.53061301 40.81632644
 33.4183678  27.80612111 43.62244904 42.85714328 50.76530576 48.72448891
 35.96938848 48.46938699 47.1938774  39.54081535 48.21428508 50.
 50.25510192 37.75510192 47.95918316 54.33673263 22.70408124 15.81632644
 14.5408161 ]","[ 1.2755096   3.57142985  3.82653177  2.04081535  2.04081684  1.02040917
  2.29591876  0.25510192  0.76530576  0.51020384  2.80612111  5.86734563
  7.39795864  3.06122452  0.76530725  5.35714328  2.8061226   2.55101919
  1.2755096  10.71428657  4.0816322   1.2755096   0.25510192  0.
  0.7653065 ]"
23,EMOVO,WAV2VEC2_LARGE_XLSR300M,53.06122303009033,"[26.27551034 24.23469424 29.0816322  31.12244904 33.67346972 35.45918465
 28.06122452 28.31632644 31.37755096 28.57142985 36.2244904  41.32653028
 38.26530576 47.1938774  32.39796013 47.1938774  38.77551109 43.87755096
 44.3877548  47.95918316 46.17346823 42.09183604 41.07142836 36.98979616
 30.86734712]","[3.82653102 6.8877548  1.53061301 6.12244904 1.53061301 0.76530576
 1.53061301 2.29591876 1.2755096  0.         0.51020384 1.53061301
 5.6122452  0.76530725 2.8061226  5.86734563 8.16326588 4.08163369
 4.08163369 2.55102068 6.37755096 2.29591876 4.33673412 0.76530576
 2.29591727]"
24,EmoDB,HUBERT_ASR_LARGE,100.0,"[66.66666567 69.04762089 76.78571343 79.16666567 84.52380896 85.11904776
 86.90476418 90.47619104 94.04761791 89.88095224 91.07142985 91.07142985
 95.83333135 95.83333433 95.83333433 96.42857015 97.02380896 97.61904776
 99.4047612  95.83333433 98.21428359 95.83333433 94.64285672 94.04761791
 91.66666567]","[3.57142985 2.38095224 1.78571343 0.5952388  3.57142687 4.16666567
 0.         1.19047761 1.19047761 0.5952388  5.35714328 0.5952388
 1.78571343 0.5952388  0.5952388  2.38095224 2.97619104 1.19047463
 0.5952388  0.5952388  0.5952388  0.5952388  0.5952388  1.19047761
 3.57142985]"
25,EmoDB,HUBERT_BASE,88.09523582458496,"[66.66666567 64.88095224 72.02380896 73.21428657 77.97619104 75.
 82.14285672 79.76190448 81.54762089 86.30952239 85.71428657 85.71428657
 86.30952239]","[1.19047463 2.97618806 1.78571343 4.16666865 0.59523582 3.57142687
 1.19047463 1.19047761 0.5952388  1.78571343 1.19047761 1.19047761
 1.78571343]"
26,EmoDB,HUBERT_LARGE,98.8095223903656,"[58.33333433 70.23809254 74.4047612  84.52380896 88.0952388  87.5
 92.26190448 88.69047463 91.66666865 92.85714328 94.64285672 92.85714328
 94.64285672 94.64285672 96.42857313 95.83333135 98.80952239 97.61904478
 95.83333433 98.21428359 97.61904478 97.61904478 97.61904478 98.21428359
 98.21428359]","[1.19047463 2.38095224 0.5952388  1.19047761 1.19047463 0.59523582
 0.59523582 0.5952388  0.         1.19047463 0.5952388  2.38095224
 0.5952388  1.78571641 0.         1.78571343 0.         0.
 0.5952388  0.5952388  0.         0.         0.         0.5952388
 0.5952388 ]"
27,EmoDB,WAV2VEC2_ASR_LARGE_960H,95.23809552192688,"[77.38095224 84.52380896 82.14285672 82.73809552 87.5        91.66666865
 92.26190448 92.26190448 86.30952239 89.28571343 92.26190448 93.45237911
 91.66666567 92.26190448 91.07142985 93.45237911 92.8571403  93.45237911
 91.66666865 92.26190448 93.45237911 92.85714328 93.45237911 94.64285672
 93.45237911]","[1.19047463 0.         3.57142985 0.59523582 2.97619104 0.
 0.59523582 0.59523582 2.97619104 1.19047761 1.78571343 0.5952388
 1.19047463 0.59523582 0.5952388  0.5952388  0.         0.5952388
 0.         0.59523582 0.5952388  1.19047463 0.5952388  0.5952388
 0.5952388 ]"
28,EmoDB,WAV2VEC2_BASE,88.09523582458496,"[76.78571343 71.42857015 82.73809552 85.11904776 83.92857313 85.71428657
 82.73809552 83.92857313 82.73809552 83.33333433 84.52380896 83.33333433
 85.71428657]","[2.97619104 2.38095224 0.59523582 2.97618806 2.97619104 0.
 0.59523582 1.78571343 0.59523582 1.19047463 1.19047761 1.19047463
 0.        ]"
29,EmoDB,WAV2VEC2_LARGE,96.42857313156128,"[70.83333135 76.19047761 79.76190448 84.52380896 88.69047463 84.52380896
 85.71428657 91.07142985 91.66666567 87.5        92.85714328 92.85714328
 92.26190448 93.45238209 95.23809552 94.64285672 93.45238209 95.23809552
 91.07142687 92.8571403  91.07142687 92.26190448 92.85714328 92.85714328
 89.28571343]","[1.78571343 0.         0.         1.19047761 0.5952388  1.19047761
 4.76190448 0.5952388  1.19047463 1.78571343 2.38095224 1.19047463
 0.59523582 1.78571343 0.         0.5952388  1.78571343 1.19047761
 1.78571343 0.         1.78571343 0.59523582 1.19047463 1.19047463
 1.19047761]"
30,EmoDB,WAV2VEC2_LARGE_XLSR,100.0,"[72.02381194 85.71428657 85.11904776 88.69047463 90.47619104 94.64285672
 93.45237911 93.45237911 97.61904776 98.21428359 98.80952239 98.21428359
 98.80952239 94.64285672 97.61904776 98.80952239 98.80952239 98.21428359
 98.80952239 98.80952239 98.21428359 98.80952239 66.66666567 57.73809552
 51.19047761]","[5.35714328 1.19047761 2.97618806 0.5952388  1.19047761 0.5952388
 0.5952388  0.5952388  1.19047463 0.5952388  0.         0.5952388
 0.         2.97618806 1.19047463 0.         0.         0.5952388
 0.         0.         0.5952388  1.19047761 1.19047463 0.59523582
 1.19047761]"
31,EmoDB,WAV2VEC2_LARGE_XLSR300M,100.0,"[68.45238209 74.4047612  80.95238209 86.90476418 86.9047612  89.28571641
 91.66666567 89.88095224 92.26190448 93.45237911 97.61904776 97.61904478
 97.02380896 98.21428657 97.61904776 95.83333433 95.83333135 96.42857015
 95.23809552 97.02380896 97.61904478 97.02380896 94.64285672 96.42857313
 93.45237911]","[1.78571343 5.35714328 0.         4.76190448 1.19047463 2.38095224
 3.57142985 6.54762089 0.59523582 0.5952388  1.19047463 0.
 2.97619104 1.78571343 1.19047463 4.16666567 2.97619104 1.19047463
 0.         1.78571343 0.         1.78571343 1.78571641 0.
 0.5952388 ]"
32,IEMOCAP,HUBERT_ASR_LARGE,72.72727489471436,"[61.1853838  63.32442164 63.14616799 63.41354847 64.34937418 64.03743327
 65.01782537 65.5080229  65.99821746 65.7754004  68.93939376 67.24599004
 68.36006939 67.1122998  68.7165767  69.91978586 67.55793095 70.58823407
 71.79144323 72.28164077 70.94474137 71.39037549 71.39037251 72.32620418
 70.63279748]","[1.29233599 3.52050066 0.84670186 1.38146281 0.9803921  1.55971348
 1.11408234 1.24777257 0.22281706 0.44563413 1.02495551 1.11408234
 1.15864575 0.44563115 0.89126527 0.66845119 0.08912683 0.44563115
 0.22281706 0.44563413 0.53475797 0.6238848  0.17825365 0.04456341
 0.75757504]"
33,IEMOCAP,HUBERT_BASE,68.80570650100708,"[60.24955511 61.72014177 63.8146162  64.03743327 66.7557925  68.00356507
 67.33511686 67.4688071  66.53297842 67.69162416 68.00356507 68.0926919
 67.15686321]","[0.3565073  4.41176593 0.53476095 0.31194389 1.24777257 0.26738048
 1.20320916 1.3368994  0.40107071 0.84670186 0.17825365 0.62388778
 1.02495551]"
34,IEMOCAP,HUBERT_LARGE,72.72727489471436,"[57.53119588 61.1853838  63.99286985 62.87878752 66.62210226 65.86452723
 67.4688071  66.17647111 67.15686321 67.7361846  67.1122998  69.20677125
 67.29055345 67.7361846  68.93939376 68.40463579 69.02852058 67.55793095
 69.073084   68.53832304 69.25133467 70.67736387 70.09803951 70.32085657
 70.7664907 ]","[0.66844821 1.11408234 0.3565073  1.38146281 1.11408234 2.04991102
 1.06951892 0.22281706 0.84670186 0.17825365 1.6934067  0.04456341
 0.6238848  0.44563413 0.57932138 0.04456341 0.22281408 1.6042769
 0.9803921  0.80213845 0.08912683 2.04991102 0.49019754 0.3565073
 0.08912683]"
35,IEMOCAP,WAV2VEC2_ASR_LARGE_960H,70.67736387252808,"[56.50623739 63.8146162  64.70588446 64.88413513 65.81996381 65.50801992
 66.53297842 65.99821746 65.73083997 67.24599004 68.67201626 68.31550598
 69.073084   68.09268892 65.7754004  67.02316999 67.7361846  67.33511686
 68.40463579 70.4099834  69.073084   67.86987484 68.31550598 69.25133765
 68.89483035]","[1.24777257 1.9607842  0.17825365 0.71301162 1.82709396 1.87165737
 0.31194389 0.66845119 1.11408234 0.31194091 0.31194389 0.84670186
 0.2673775  0.9803921  0.17825365 0.         0.         0.84670186
 1.55971348 0.26738048 0.44563115 0.75757802 1.11408234 0.53475797
 0.53475797]"
36,IEMOCAP,WAV2VEC2_BASE,69.25133466720581,"[60.16042829 63.36898506 63.41354549 65.32976627 64.34937716 66.71123207
 67.55793393 69.16220784 68.67201328 67.64705777 68.22638214 67.06773639
 68.31550896]","[0.80214143 0.44563115 2.09447443 1.9607842  0.26738048 0.22281706
 0.71301162 0.08912683 0.40106773 0.08912683 0.31194389 1.47058964
 0.13369024]"
37,IEMOCAP,WAV2VEC2_LARGE,69.78609561920166,"[61.09625697 62.61141002 63.10160458 64.75044787 67.24599004 64.26025033
 65.99821746 67.78074801 67.55793393 68.18181872 68.13725531 68.00356507
 69.29590106 68.31550896 68.40463579 68.58288646 68.44919622 68.36006939
 67.60249734 66.80035591 68.40463579 68.31550896 68.04812849 67.1122998
 68.31550896]","[1.73797011 0.31194389 0.2673775  0.04456341 2.36185193 1.33689642
 0.75757802 0.57932436 1.06951892 0.3565073  0.04456341 0.3565073
 0.49019456 0.31194389 0.49019754 0.49019456 0.80213845 0.71301162
 1.11408234 0.31194091 0.57932436 0.22281706 1.11407936 0.89126527
 0.22281706]"
38,IEMOCAP,WAV2VEC2_LARGE_XLSR,69.96434926986694,"[61.40820086 63.59179914 63.81461918 66.26559794 65.90909064 65.55258632
 66.35472476 67.33511686 68.53832603 67.86987484 67.64705777 67.33511686
 68.36006939 67.86987484 68.27094555 68.00356507 69.29590106 68.27094555
 68.62744987 67.29055345 69.51871514 68.18181872 60.87343991 58.8680923
 55.926916  ]","[0.71301162 0.40107071 1.06951892 0.13369024 1.11407936 0.57932138
 2.09447443 0.84670186 0.3565073  1.91622078 0.3565073  0.84670186
 0.80213845 0.40107071 0.44563413 0.53476095 0.66844821 0.26738048
 0.71301162 0.6238848  0.3565073  0.7130146  0.53475797 0.40106773
 0.49019754]"
39,IEMOCAP,WAV2VEC2_LARGE_XLSR300M,72.1925139427185,"[58.19964111 63.54723573 66.13190472 65.24063945 67.7361846  68.80570352
 68.76114309 67.3796773  69.96434927 69.38502789 69.60784197 69.96434927
 69.91978586 70.32085657 69.87522244 70.49911022 71.83600664 71.12299502
 70.00891268 71.52406275 68.13725233 70.63279748 69.65240538 68.76114309
 68.53832603]","[0.89126527 0.53476095 0.9803921  0.         0.53476095 1.06951892
 0.04456341 2.3172915  0.53476095 0.49019456 0.53476095 0.26738048
 0.57932436 0.08912683 1.24776959 0.         0.08912683 0.35650432
 0.40107071 0.31194389 1.11408234 1.55971646 0.13369024 0.22281706
 0.08912683]"
40,RAVDESS,HUBERT_ASR_LARGE,76.33333206176758,"[49.66666698 58.66666734 59.33333337 65.50000012 64.83333111 67.83333421
 62.5        65.83333313 67.99999774 65.99999964 67.66666472 65.50000012
 68.33333373 67.3333317  71.16666734 71.33333385 71.66666687 68.33333373
 75.16666651 74.50000048 73.16666842 68.16666722 68.99999976 69.66666579
 69.8333323 ]","[0.99999905 3.00000012 3.33333313 3.16666663 0.16666651 0.49999952
 4.83333468 0.5000025  3.66666615 1.33333504 3.66666615 0.83333552
 2.33333111 2.00000107 2.83333361 1.33333504 0.333336   0.66666603
 1.16666555 0.49999952 0.83333254 1.83333158 0.33333302 0.99999905
 1.83333158]"
41,RAVDESS,HUBERT_BASE,57.999998331069946,"[50.16666502 50.66666603 52.5000006  54.6666652  51.16666555 53.16666663
 52.00000107 54.16666567 48.66666645 51.50000006 56.83333278 51.83333158
 51.66666508]","[2.16666609 0.66666603 3.16666663 3.33333313 0.83333254 1.83333457
 3.00000012 1.50000155 2.3333326  4.83333319 0.83333254 0.49999952
 0.        ]"
42,RAVDESS,HUBERT_LARGE,76.99999809265137,"[47.99999893 56.66666627 61.33333445 61.50000095 63.66666555 64.66666758
 62.99999952 66.66666567 66.33333266 63.16666603 64.16666508 62.66666651
 68.66666675 71.16666436 72.83333242 68.99999976 71.99999988 67.83333123
 67.6666677  69.8333323  70.00000179 67.33333468 68.99999976 68.16666722
 69.8333323 ]","[0.33333302 1.66666508 6.33333325 0.16666651 1.66666508 1.33333504
 0.66666603 2.00000107 1.00000203 0.16666651 1.16666555 0.66666603
 4.33333516 5.83333373 1.50000155 1.99999809 0.333336   2.5000006
 0.33333302 0.49999952 3.66666615 0.33333302 1.33333206 3.83333564
 1.83333158]"
43,RAVDESS,WAV2VEC2_ASR_LARGE_960H,68.33333373069763,"[55.16666472 62.16666698 62.00000048 58.49999785 56.66666627 57.3333323
 61.00000143 64.83333409 63.66666555 58.33333433 63.66666555 60.99999845
 65.0000006  65.99999964 64.6666646  65.33333361 66.49999917 65.99999964
 63.99999857 66.49999917 67.83333421 63.16666603 63.33333254 62.00000048
 63.33333254]","[2.16666758 1.83333158 0.99999905 0.49999952 0.         0.33333302
 0.33333302 2.16666758 0.99999905 1.66666806 0.66666603 2.6666671
 0.66666901 2.00000107 0.66666603 2.00000107 1.50000155 2.00000107
 1.33333206 1.16666853 0.49999952 1.83333158 1.99999809 1.66666508
 0.66666603]"
44,RAVDESS,WAV2VEC2_BASE,63.999998569488525,"[56.33333325 55.66666722 53.33333313 53.99999917 58.33333135 58.00000131
 58.50000083 61.16666496 57.8333348  61.00000143 60.33333242 60.3333354
 60.83333492]","[2.66666412 0.33333302 2.00000107 2.6666671  0.99999905 4.6666652
 1.16666853 2.83333361 3.16666663 1.33333206 2.00000107 0.33333302
 1.16666555]"
